Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Open Access,Source,EID,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Author_7,Author_8,Author_9,Author_10,Author_11,Author_12,Author_13,Author_14,Author_15,Author_16,Author_17,Data_Set
"['Stacpoole P.W.', ' Alig J.', ' Ammon L.', ' Crockett S.E.']","Stacpoole, Peter W. (7005219962); Alig, Janice (6505924399); Ammon, Linda (6603474194); Crockett, Samuel E. (57197944439)",7005219962; 6505924399; 6603474194; 57197944439,Dose-response effects of dietary marine oil on carbohydrate and lipid metabolism in normal subjects and patients with hypertriglyceridemia,1989,Metabolism,38.0,10,,946,956,10.0,55,10.1016/0026-0495(89)90004-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024342958&doi=10.1016%2f0026-0495%2889%2990004-8&partnerID=40&md5=046b0731af272e82e0693c5e12435592,"Recent studies indicate that marine (ω-3) fatty acids decrease hypertriglyceridemia but worsen hyperglycemia in diabetes. We studied dose-response relationships between ω-3 intake and indices of carbohydrate and lipid metabolism in 21 hypertriglyceridemic patients with (n = 6) or without (n = 15) diabetes, and 6 normal volunteers. All subjects consumed isocaloric diets of 65% carbohydrate, 20% fat, and 15% protein. The basal diet contained 15% of total calories as vegetable oil (ω-6), and the test diets included 15%, 7.5%, or 3.75% calories as fish oil (MaxEPA). After three months of the basal diet, patients were randomized to receive two 3-month ω-3 diets in the following sequences: 15% 7.5%, 7.5% 15%, 7.5% 3.75%, or 3.75% 7.5%. Both 15% and 7.5% diets, regardless of sequence, significantly decreased serum triglycerides but increased low-density lipoprotein (LDL)-cholesterol levels as much as 98% and the LDL/high-density lipoprotein (HDL)-cholesterol ratio as much as 1.6-fold. Daily insulin requirements of three diabetic patients increased progressively while they received an ω-3-enriched diet for up to 2 years. In healthy controls, favorable changes induced by an ω-3 fatty acid diet in serum lipids and lipoproteins were associated with a tendency toward an inhibition of C-peptide secretion following a meal challenge. We conclude that substitution of commercially available ω-3 for ω-6 fatty acids improves hypertriglyceridemia but may worsen other lipoprotein indices and may increase insulin requirements in diabetic hypertriglyceridemic subjects. © 1989.",Article,Final,,Scopus,2-s2.0-0024342958,"Stacpoole, Peter W.","Alig, Janice","Ammon, Linda","Crockett, Samuel E.",,,,,,,,,,,,,,SCOPUS
"['Pascual I.', ' Lopéz A.', ' Gómez H.', ' Chappé M.', ' Saroyán A.', ' González Y.', ' Cisneros M.', ' Charli J.L.', ' Chávez M.d.l.A.']","Pascual, Isel (7006743486); Lopéz, Alí (57198346268); Gómez, Hansel (15762700700); Chappé, Mae (57193972938); Saroyán, Angélika (15763460100); González, Yamile (15762506200); Cisneros, Miguel (7003828372); Charli, Jean Louis (55989696700); Chávez, María de los Angeles (7103119183)",7006743486; 57198346268; 15762700700; 57193972938; 15763460100; 15762506200; 7003828372; 55989696700; 7103119183,Screening of inhibitors of porcine dipeptidyl peptidase IV activity in aqueous extracts from marine organisms,2007,Enzyme and Microbial Technology,40.0,3,,414,419,5.0,35,10.1016/j.enzmictec.2006.07.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846130946&doi=10.1016%2fj.enzmictec.2006.07.012&partnerID=40&md5=85eb9c439d6434f5e1042e88937fff62,"Dipeptidyl peptidase IV (DPPIV, EC 3.4.14.5) hydrolyses biologically active peptides that control critical functions. For example, action of glucagons-like peptide I, an hormone that plays multiple roles in metabolic homeostasis and a potential agent for the treatment of type 2 diabetes mellitus is diminished by its susceptibility to DPPIV activity. The goal of this work was to the search for DPPIV inhibitory activity in the Caribbean marine fauna. The screening was done in aqueous crude extracts of species belonging to phyla Cnidaria, Mollusca, Annelida, Echinodermata, Poriphera, Chordata, Chlorophycota and Chlorophyta collected on the Northern coast of Havana (Cuba). An inhibitory activity was found in extracts of three species belonging to phyla Poriphera and Cnidaria: the sponge Xetospongia muta and the sea anemones Bunodosoma granulifera and Bartholomea annulata. The crude extracts from these species were treated with 2.5% final concentration of trichloroacetic acid (TCA) or with heat (60 °C, 10 min). Both treatments increased inhibitory activity in X. muta but failed in B. granulifera and B. annulata extracts. Preliminary characterization indicated that in each case the effect on DPPIV activity is dose-dependent, the inhibition is slow and the molecule responsible for DPPIV inhibition has a low molecular weight. The present contribution shows that the detected species are promising sources of DPPIV natural inhibitors with potential therapeutic applications. © 2006 Elsevier Inc. All rights reserved.",Article,Final,,Scopus,2-s2.0-33846130946,"Pascual, Isel","Lopéz, Alí","Gómez, Hansel","Chappé, Mae","Saroyán, Angélika","González, Yamile","Cisneros, Miguel","Charli, Jean Louis","Chávez, María de los Angeles",,,,,,,,,SCOPUS
"['Bozzetto L.', ' Annuzzi G.', ' Pacini G.', ' Costabile G.', ' Vetrani C.', ' Vitale M.', ' Griffo E.', ' Giacco A.', ' De Natale C.', ' Cocozza S.', ' Della Pepa G.', ' Tura A.', ' Riccardi G.', ' Rivellese A.A.']","Bozzetto, Lutgarda (23666268600); Annuzzi, Giovanni (6701900487); Pacini, Giovanni (7005186047); Costabile, Giuseppina (23667045200); Vetrani, Claudia (55351068000); Vitale, Marilena (56083262800); Griffo, Ettore (53981323700); Giacco, Angela (6602454611); De Natale, Claudia (6507374068); Cocozza, Sara (55547271500); Della Pepa, Giuseppe (55444815200); Tura, Andrea (7004080711); Riccardi, Gabriele (7102385746); Rivellese, Angela A. (7004398863)",23666268600; 6701900487; 7005186047; 23667045200; 55351068000; 56083262800; 53981323700; 6602454611; 6507374068; 55547271500; 55444815200; 7004080711; 7102385746; 7004398863,Polyphenol-rich diets improve glucose metabolism in people at high cardiometabolic risk: a controlled randomised intervention trial,2015,Diabetologia,58.0,7,,1551,1560,9.0,96,10.1007/s00125-015-3592-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931560412&doi=10.1007%2fs00125-015-3592-x&partnerID=40&md5=5e29f4bfa9b818733174eb00afa1401f,"Aim/hypothesis: Dietary polyphenols and long chain n-3 polyunsaturated fatty acids (LCn3) are associated with lower cardiovascular risk. This may relate to their influence on glucose metabolism and diabetes risk. We evaluated the effects of diets naturally rich in polyphenols and/or LCn3 of marine origin on glucose metabolism in people at high cardiometabolic risk. Methods: According to a 2 × 2 factorial design, individuals with high waist circumference and at least one more component of the metabolic syndrome were recruited at the obesity outpatient clinic. Eighty-six participants were randomly assigned by MINIM software to an isoenergetic diet: (1) control, low in LCn3 and polyphenol (analysed n = 20); (2) rich in LCn3 (n = 19); (3) rich in polyphenols (n = 19); or (4) rich in LCn3 and polyphenols (n = 19). The assigned diets were known for the participants and blinded for people doing measurements. Before and after the 8 week intervention, participants underwent a 3 h OGTT and a test meal with a similar composition as the assigned diet for the evaluation of plasma glucose, insulin and glucagon-like peptide 1 (GLP-1) concentrations, and indices of insulin sensitivity and beta cell function. Results: During OGTT, polyphenols significantly reduced plasma glucose total AUC (p = 0.038) and increased early insulin secretion (p = 0.048), while LCn3 significantly reduced beta cell function (p = 0.031) (two-factor ANOVA). Moreover, polyphenols improved post-challenge oral glucose insulin sensitivity (OGIS; p = 0.05 vs control diet by post hoc ANOVA). At test meal, LCn3 significantly reduced GLP-1 total postprandial AUC (p < 0.001; two-factor ANOVA). Conclusion/interpretation: Diets naturally rich in polyphenols reduce blood glucose response, likely by increasing early insulin secretion and insulin sensitivity. These effects may favourably influence diabetes and cardiovascular risk. The implications of the decrease in insulin secretion and postprandial GLP-1 observed with diets rich in marine LCn3 need further clarification. Trial registration: ClinicalTrials.gov NCT01154478 Funding: The trial was funded by European Community’s Seventh Framework Programme FP7/2009-2012 under grant agreement FP7-KBBE-222639, Etherpaths Project and ‘Ministero Istruzione Università e Ricerca’ PRIN 2010-2011 - 2010JCWWKM. © 2015, Springer-Verlag Berlin Heidelberg.",Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-84931560412,"Bozzetto, Lutgarda","Annuzzi, Giovanni","Pacini, Giovanni","Costabile, Giuseppina","Vetrani, Claudia","Vitale, Marilena","Griffo, Ettore","Giacco, Angela","De Natale, Claudia","Cocozza, Sara","Della Pepa, Giuseppe","Tura, Andrea","Riccardi, Gabriele","Rivellese, Angela A.",,,,SCOPUS
"['Zhu C.-F.', ' Li G.-Z.', ' Peng H.-B.', ' Zhang F.', ' Chen Y.', ' Li Y.']","Zhu, Cui-Feng (7403439453); Li, Guan-Zhi (36193942100); Peng, Hong-Bin (36085021800); Zhang, Fan (57219037058); Chen, Yun (57196264059); Li, Yong (55966682000)",7403439453; 36193942100; 36085021800; 57219037058; 57196264059; 55966682000,Effect of marine collagen peptides on markers of metabolic nuclear receptors in type 2 diabetic patients with/without hypertension,2010,Biomedical and Environmental Sciences,23.0,2,,113,120,7.0,45,10.1016/S0895-3988(10)60040-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952853495&doi=10.1016%2fS0895-3988%2810%2960040-2&partnerID=40&md5=a9590db25cc9c8f6643182d90b2a5764,"Objective To explore Effects of marine collagen peptides (MCPs) on markers of metablic nuclear receptors, i.e peroxisome proliferator-activated receptor (PPARs), liver X receptor (LXRs) and farnesoid X receptor (FXRs) in type 2 diabetic patients with/without hypertension. Method Study population consisted of 200 type 2 diabetic patients with/without hypertension and 50 healthy subjects, all of whom were randomly assigned to MCPs-treated diabetics (n=50), placebo-treated diabetics (n=50), MCPs-treated diabetics with hypertension (n=50), placebo-treated diabetics with hypertension (n=50), and healthy controls (n=50). MCPs or placebo (water-soluble starch) were given daily before breakfast and bedtime over three months. Levels of free fatty acid, cytochrome P450, leptin, resistin, adiponectin, bradykinin, NO, and Prostacyclin were determined before intervention, and 1.5 months, and 3 months after intervention. Hypoglycemia and the endpoint events during the study were recorded and compared among the study groups. Result At the end of the study period, MCPs-treated patients showed marked improvement compared with patients receiving placebo. The protection exerted by MCPs seemed more profound in diabetics than in diabetics with hypertension. In particular, after MCPs intervention, levels of free fatty acid, hs-CRP, resistin, Prostacyclin decreased significantly in diabetics and tended to decrease in diabetic and hypertensive patients whereas levels of cytochrome P450, leptin, NO tended to decrease in diabetics with/without hypertension. Meanwhile, levels of adiponectin and bradykinin rose markedly in diabetics following MCPs administration. Conclusion MCPs could offer protection against diabetes and hypertension by affecting levels of molecules involved in diabetic and hypertensive pathogenesis. Regulation on metabolic nuclear receptors by MCPs may be the possible underlying mechanism for its observed effects in the study. Further study into its action may shed light on development of new drugs based on bioactive peptides from marine sources. Copyright © 2010 by China CDC.",Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-77952853495,"Zhu, Cui-Feng","Li, Guan-Zhi","Peng, Hong-Bin","Zhang, Fan","Chen, Yun","Li, Yong",,,,,,,,,,,,SCOPUS
"['Lee S.-H.', ' Jeon Y.-J.']","Lee, Seung-Hong (23477758300); Jeon, You-Jin (55782690600)",23477758300; 55782690600,"Efficacy and safety of a dieckol-rich extract (AG-dieckol) of brown algae, Ecklonia cava, in pre-diabetic individuals: A double-blind, randomized, placebo-controlled clinical trial",2015,Food and Function,6.0,3,,853,858,5.0,69,10.1039/c4fo00940a,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925456250&doi=10.1039%2fc4fo00940a&partnerID=40&md5=2aeb2ee40e2cddb28ca8890f1a7c4485,"The effects of 12 weeks of supplementation with a dieckol-rich extract (AG-dieckol) from brown algae, Ecklonia cava, on glycemic parameters, serum biochemistry, and hematology were investigated in this study. Eighty pre-diabetic male and female adults were enrolled in a randomized, double-blind, placebo-controlled trial with parallel-group design. Subjects were randomly allocated into two groups designated as placebo and AG-dieckol (1500 mg per day). Compared with the placebo group, the AG-dieckol group showed a significant decrease in postprandial glucose levels after 12 weeks. The AG-dieckol group also showed a significant decrease in insulin and C-peptide levels after 12 weeks, but there was no significant difference between the AG-dieckol and placebo groups. There were no significant adverse events related to the consumption of AG-dieckol, and biochemical and hematological parameters were maintained within the normal range during the intervention period. In conclusion, these results demonstrate that AG-dieckol supplementation significantly contributes to lowering postprandial hyperglycemia and in reducing insulin resistance. Furthermore, we believe that based on these results the consumption of phlorotannin-rich foods such as marine algae may be useful for the treatment of diabetes. © The Royal Society of Chemistry 2015.",Article,Final,,Scopus,2-s2.0-84925456250,"Lee, Seung-Hong","Jeon, You-Jin",,,,,,,,,,,,,,,,SCOPUS
"['Bidon-Chanal A.', ' Fuertes A.', ' Alonso D.', ' Pérez D.I.', ' Martínez A.', ' Luque F.J.', ' Medina M.']","Bidon-Chanal, Axel (9741781000); Fuertes, Ana (50161595000); Alonso, Diana (36777353600); Pérez, Daniel I. (25522211400); Martínez, Ana (7404025454); Luque, F. Javier (23025357900); Medina, Miguel (57214510018)",9741781000; 50161595000; 36777353600; 25522211400; 7404025454; 23025357900; 57214510018,Evidence for a new binding mode to GSK-3: Allosteric regulation by the marine compound palinurin,2013,European Journal of Medicinal Chemistry,60.0,,,479,489,10.0,71,10.1016/j.ejmech.2012.12.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872686662&doi=10.1016%2fj.ejmech.2012.12.014&partnerID=40&md5=adddf397f10a65c8134a031728c3f901,"Glycogen synthase kinase 3β (GSK-3β) is widely recognised as a relevant player in the pathogenesis of several highly prevalent disorders such as Alzheimer's disease, mood disorders, diabetes and cancer. Therefore, this enzyme constitutes a highly attractive therapeutic target for the development of selective inhibitors as new promising drugs for the treatment of these pathologies. We describe here the isolation and biochemical characterization of the marine natural sesquiterpene palinurin as a GSK-3β inhibitor. Experimental studies performed for characterizing the inhibitory mechanism indicate that GSK-3β inhibition by palinurin cannot be competed out by ATP nor peptide substrate. Molecular modelling techniques have enabled us to propose an unconventional binding mode to GSK-3β. Moreover, molecular dynamics simulations have identified an allosteric mechanism by which binding of palinurin leads to GSK-3β inhibition. The inhibitory activities determined for a series of structurally related analogues support the proposed binding mode of palinurin, which is the first compound described to target this allosteric site. The results offer new opportunities for designing and developing selective inhibitors with novel mechanisms of action.",Article,Final,,Scopus,2-s2.0-84872686662,"Bidon-Chanal, Axel","Fuertes, Ana","Alonso, Diana","Pérez, Daniel I.","Martínez, Ana","Luque, F. Javier","Medina, Miguel",,,,,,,,,,,SCOPUS
"['Neely B.A.', ' Carlin K.P.', ' Arthur J.M.', ' McFee W.E.', ' Janech M.G.']","Neely, Benjamin A. (55095591400); Carlin, Kevin P. (56432968500); Arthur, John M. (55950460200); McFee, Wayne E. (6701556489); Janech, Michael G. (6506882331)",55095591400; 56432968500; 55950460200; 6701556489; 6506882331,Ratiometric measurements of adiponectin by mass spectrometry in bottlenose dolphins (Tursiops truncatus) with iron overload reveal an association with insulin resistance and glucagon,2013,Frontiers in Endocrinology,4.0,SEP,Article 132,,,,10,10.3389/fendo.2013.00132,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885407604&doi=10.3389%2ffendo.2013.00132&partnerID=40&md5=d1ead2d6a9c04ade1f2003c244f2275e,"High molecular weight (HMW) adiponectin levels are reduced in humans with type 2 diabetes and insulin resistance. Similar to humans with insulin resistance, managed bottlenose dolphins (Tursiops truncatus) diagnosed with hemochromatosis (iron overload) have higher levels of 2 h post-prandial plasma insulin than healthy controls. A parallel reaction monitoring assay for dolphin serum adiponectin was developed based on tryptic peptides identified by mass spectrometry. Using identified post-translational modifications, a differential measurement was constructed. Total and unmodified adiponectin levels were measured in sera from dolphins with (n = 4) and without (n = 5) iron overload. This measurement yielded total adiponectin levels as well as site specific percent unmodified adiponectin that may inversely correlate with HMW adiponectin. Differences in insulin levels between iron overload cases and controls were observed 2 h post-prandial, but not during the fasting state. Thus, post-prandial as well as fasting serum adiponectin levels were measured to determine whether adiponectin and insulin would follow similar patterns. There was no difference in total adiponectin or percent unmodified adiponectin from case or control fasting animals. There was no difference in post-prandial total adiponectin levels between case and control dolphins (mean ± SD) at 763 ± 298 and 727 ± 291 pmol/ml, respectively (p = 0.91); however, percent unmodified adiponectin was significantly higher in post-prandial cases compared to controls (30.0 ± 6.3 versus 17.0 ± 6.6%, respectively; p = 0.016). Interestingly, both total and percent unmodified adiponectin were correlated with glucagon levels in controls (r = 0.999, p < 0.001), but not in cases, which is possibly a reflection of insulin resistance. Although total adiponectin levels were not significantly different, the elevated percent unmodified adiponectin follows a trend similar to HMW adiponectin reported for humans with metabolic disorders. © 2013 Neely, Carlin, Arthur, McFee and Janech.",Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-84885407604,"Neely, Benjamin A.","Carlin, Kevin P.","Arthur, John M.","McFee, Wayne E.","Janech, Michael G.",,,,,,,,,,,,,SCOPUS
"['Zhu C.-F.', ' Li G.-Z.', ' Peng H.-B.', ' Zhang F.', ' Chen Y.', ' Li Y.']","Zhu, Cui-Feng (7403439453); Li, Guan-Zhi (36193942100); Peng, Hong-Bin (36085021800); Zhang, Fan (57208893082); Chen, Yun (57196264059); Li, Yong (55966682000)",7403439453; 36193942100; 36085021800; 57208893082; 57196264059; 55966682000,Treatment with marine collagen peptides modulates glucose and lipid metabolism in chinese patients with type 2 diabetes mellitus,2010,"Applied Physiology, Nutrition and Metabolism",35.0,6,,797,804,7.0,109,10.1139/H10-075,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650271712&doi=10.1139%2fH10-075&partnerID=40&md5=d06dc0f08a6b4bcf854c89b35958ad88,"This study was aimed at examining the therapeutic effects of marine collagen peptides (MCPs) from fish hydrolysate in Chinese patients with type 2 diabetes mellitus (T2DM). A total of 100 diabetic patients and 50 healthy controls were recruited. Diabetic patients were randomized into treatment and control groups. The patients in the treatment group received an additional 13 g of MCPs daily for 3 months. Their blood samples were collected before, and 1.5 and 3 months after, treatment to evaluate glucose and lipid metabolism. The levels of serum high-sensitivity C-reactive protein (hs-CRP), nitric oxide (NO), bradykinin, prostacyclin (PGI2), and adipokines were determined. Significantly reduced levels of fasting blood glucose, human glycated hemoglobin A1c (GHbA1c), fasting blood insulin, total triglycerides, total cholesterol, low-density lipoprotein, and free-fatty acids, but increased levels of insulin sensitivity index and HDL were observed in T2DM patients following treatment with MCPs for 1.5 and 3 months. The values of these measures were significantly lower or higher than those of patient controls (p < 0.01), respectively. Interestingly, significantly decreased levels of hs-CRP and NO, but increased levels of bradykinin, PGI2, and adiponectin were detected in MCP-treated T2DM patients (p <0.01), as compared with their basal values or the levels in patient controls. MCP treatment improved glucose and lipid metabolism in diabetic patients.",Article,Final,,Scopus,2-s2.0-78650271712,"Zhu, Cui-Feng","Li, Guan-Zhi","Peng, Hong-Bin","Zhang, Fan","Chen, Yun","Li, Yong",,,,,,,,,,,,SCOPUS
"['Löfvenborg J.E.', ' Andersson T.', ' Carlsson P.O.', ' Dorkhan M.', ' Groop L.', ' Martinell M.', ' Tuomi T.', ' Wolk A.', ' Carlsson S.']","Löfvenborg, J.E. (56575639100); Andersson, T. (7202483594); Carlsson, P.O. (35236255000); Dorkhan, M. (14017789400); Groop, L. (21634758500); Martinell, M. (24071785800); Tuomi, T. (57216598639); Wolk, A. (7005802145); Carlsson, S. (57203081108)",56575639100; 7202483594; 35236255000; 14017789400; 21634758500; 24071785800; 57216598639; 7005802145; 57203081108,Fatty fish consumption and risk of latent autoimmune diabetes in adults,2014,Nutrition and Diabetes,4.0,10,e139,,,,18,10.1038/nutd.2014.36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927739071&doi=10.1038%2fnutd.2014.36&partnerID=40&md5=a5b45c018cb7bf2a96ad88b5d3ada6dc,"OBJECTIVE: It has been suggested that intake of fatty fish may protect against both type 1 and type 2 diabetes. Hypotheses rest on the high marine omega-3 fatty acid eicosapentaenoic acid+docosahexaenoic acid (EPA+DHA) and vitamin D contents, with possible beneficial effects on immune function and glucose metabolism. Our aim was to investigate, for the first time, fatty fish consumption in relation to the risk of latent autoimmune diabetes in adults (LADA). METHODS: Analyses were based on data from a Swedish case-control study with incident cases of LADA (n = 89) and type 2 diabetes (n = 462) and randomly selected diabetes-free controls (n = 1007). Diabetes classification was based on the onset of age (>35), glutamic acid decarboxylase autoantibodies, and C-peptide. A validated food frequency questionnaire was used to derive information on previous intake of fish, polyunsaturated long-chain omega-3 fatty acids (n-3 PUFA) and supplementation of fish oil and vitamin D. Odds ratios (ORs) with 95% confidence intervals (CIs) were calculated using logistic regression, adjusted for age, gender, body mass index (BMI), family history of diabetes, physical activity, smoking, education, and consumption of alcohol, fruit, vegetables and red meat. RESULTS: Weekly fatty fish consumption (>1 vs o1 serving per week), was associated with a reduced risk of LADA but not type 2 diabetes (OR 0.51, 95% CI 0.30-0.87, and 1.01, 95% CI 0.74-1.39, respectively). Similar associations were seen for estimated intake of n-3 PUFA (>0.3 g per day; LADA: OR 0.60, 95% CI 0.35-1.03, type 2 diabetes: OR 1.14, 95% CI 0.79-1.58) and fish oil supplementation (LADA: OR 0.47, 95% CI 0.19-1.12, type 2 diabetes: OR 1.58, 95% CI 1.08-2.31). CONCLUSIONS: Our findings suggest that fatty fish consumption may reduce the risk of LADA, possibly through effects of marineoriginated omega-3 fatty acids. © 2014 Macmillan Publishers Limited All rights reserved.",Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-84927739071,"Löfvenborg, J.E.","Andersson, T.","Carlsson, P.O.","Dorkhan, M.","Groop, L.","Martinell, M.","Tuomi, T.","Wolk, A.","Carlsson, S.",,,,,,,,,SCOPUS
"['Harnedy P.A.', ' Fitzgerald R.J.']","Harnedy, Pádraigín A. (8702765600); Fitzgerald, Richard J. (7202576944)",8702765600; 7202576944,"Bioactive Proteins and Peptides from Macroalgae, Fish, Shellfish and Marine Processing Waste",2013,Marine Proteins and Peptides: Biological Activities and Applications,,,,5,39,34.0,32,10.1002/9781118375082.ch2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887237386&doi=10.1002%2f9781118375082.ch2&partnerID=40&md5=dec612ecde29985cd139c42cbfc3bb2d,"Macroalgal, fish and shellfish proteins represent a vast resource for the mining of novel biofunctional peptides with specific or multifunctional activity. Enzymatic hydrolysis of macroalgal, fish and shellfish processing waste proteins with proteolytic preparations from plant, animal or microbial sources has the capability to release an array of peptides with potential biofunctional properties in a highly controlled environment. A growing body of scientific evidence demonstrates that many marine-derived protein hydrolysates and peptides, including macroalgal, fish and shellfish processing waste byproducts, may play a role in the prevention and management of certain chronic diseases, such as cardiovascular disease (CVD), diabetes, cancer and obesity-related chronic conditions, and thus can be used as functional food ingredients. Finally, marketing of bioactive health-promoting functional ingredients requires scientific validation before a health claim can be made with European Food Safety Authority (EFSA), Food and Drug Administration (FDA) and Foods for Specified Health Use (FOSHU) approval. © 2013 John Wiley & Sons, Ltd.",Book chapter,Final,,Scopus,2-s2.0-84887237386,"Harnedy, Pádraigín A.","Fitzgerald, Richard J.",,,,,,,,,,,,,,,,SCOPUS
"['Zhu C.-F.', ' Li G.-Z.', ' Peng H.-B.', ' Zhang F.', ' Chen Y.', ' Li Y.']","Zhu, Cui-Feng (7403439453); Li, Guan-Zhi (36193942100); Peng, Hong-Bin (36085021800); Zhang, Fan (57219037058); Chen, Yun (57196264059); Li, Yong (57203828941)",7403439453; 36193942100; 36085021800; 57219037058; 57196264059; 57203828941,Therapeutic effects of marine collagen peptides on Chinese patients with type 2 diabetes mellitus and primary hypertension,2010,American Journal of the Medical Sciences,340.0,5,,360,366,6.0,40,10.1097/MAJ.0b013e3181edfcf2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349310222&doi=10.1097%2fMAJ.0b013e3181edfcf2&partnerID=40&md5=1a690916926c384eaffbae4942aeef8c,"Marine collagen peptides (MCPs) from deep sea fish are shown to ameliorate hyperlipidemia in animal models. The study aimed at examining the effects of MCPs on glucose and lipid metabolism in Chinese patients with type 2 diabetes mellitus (T2DM) and primary hypertension. Methods: One hundred patients with T2DM and primary hypertension and 50 healthy subjects (normal controls) were recruited for a randomized double blind study. The patients were randomized into MCPs treatment or patient control groups (n = 50 per group). Both patient controls and normal controls were given carboxymethylcellulose twice daily whereas the MCPs treatment group was given MCPs twice daily for 3 months. Blood pressure, glucose and lipid metabolism, serum high-sensitivity C-reactive protein, cytochrome P450, nitric oxide, bradykinin, prostacyclin, creatinine, uric acid and adipokines were measured at baseline, 1.5 and 3 months after treatment. All patients received regular medicines for control of hyperglycemia and hypertension. Results: Compared with patient controls, significantly reduced levels of fasting blood glucose, HbA1c, diastolic blood pressure, mean arterial pressure and creatinine but increased levels of Insulin Sensitivity Index and Insulin Secretion Index were observed in patients receiving MCPs treatment. Furthermore, significantly reduced levels of serum triglycerides, total cholesterol, low-density lipoprotein, free fatty acids, cytochrome P450, nitric oxide and prostacyclin but increased levels of high-density lipoprotein, bradykinin and adiponectin were detected in patients taking MCPs. Conclusions: MCPs supplement may benefit glucose and lipid metabolism, insulin sensitivity, renal function and hypertension management in Chinese patients with T2DM and hypertension. © 2010 Lippincott Williams & Wilkins.",Article,Final,,Scopus,2-s2.0-78349310222,"Zhu, Cui-Feng","Li, Guan-Zhi","Peng, Hong-Bin","Zhang, Fan","Chen, Yun","Li, Yong",,,,,,,,,,,,SCOPUS
"[""D'Orazio N."", ' Gammone M.A.', ' Gemello E.', ' De Girolamo M.', ' Cusenza S.', ' Riccioni G.']","D'Orazio, Nicolantonio (6603579384); Gammone, Maria Alessandra (55180674400); Gemello, Eugenio (55043263800); De Girolamo, Massimo (54412146700); Cusenza, Salvatore (57193968063); Riccioni, Graziano (7003896602)",6603579384; 55180674400; 55043263800; 54412146700; 57193968063; 7003896602,Marine bioactives: Pharmacological properties and potential applications against inflammatory diseases,2012,Marine Drugs,10.0,4,,812,833,21.0,136,10.3390/md10040812,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860629862&doi=10.3390%2fmd10040812&partnerID=40&md5=da519b649c76303d1b6ce51fc767f500,"Inflammation is a hot topic in medical research, because it plays a key role in inflammatory diseases: rheumatoid arthritis (RA) and other forms of arthritis, diabetes, heart diseases, irritable bowel syndrome, Alzheimer's disease, Parkinson's disease, allergies, asthma, even cancer and many others. Over the past few decades, it was realized that the process of inflammation is virtually the same in different disorders, and a better understanding of inflammation may lead to better treatments for numerous diseases. Inflammation is the activation of the immune system in response to infection, irritation, or injury, with an influx of white blood cells, redness, heat, swelling, pain, and dysfunction of the organs involved. Although the pathophysiological basis of these conditions is not yet fully understood, reactive oxygen species (ROS) have often been implicated in their pathogenesis. In fact, in inflammatory diseases the antioxidant defense system is compromised, as evidenced by increased markers of oxidative stress, and decreased levels of protective antioxidant enzymes in patients with rheumatoid arthritis (RA). An enriched diet containing antioxidants, such as vitamin E, vitamin C, β-carotene and phenolic substances, has been suggested to improve symptoms by reducing disease-related oxidative stress. In this respect, the marine world represents a largely untapped reserve of bioactive ingredients, and considerable potential exists for exploitation of these bioactives as functional food ingredients. Substances such as n-3 oils, carotenoids, vitamins, minerals and peptides provide a myriad of health benefits, including reduction of cardiovascular diseases, anticarcinogenic and anti-inflammatory activities. New marine bioactives are recently gaining attention, since they could be helpful in combating chronic inflammatory degenerative conditions. The aim of this review is to examine the published studies concerning the potential pharmacological properties and application of many marine bioactives against inflammatory diseases. © 2012 by the authors; licensee MDPI.",Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-84860629862,"D'Orazio, Nicolantonio","Gammone, Maria Alessandra","Gemello, Eugenio","De Girolamo, Massimo","Cusenza, Salvatore","Riccioni, Graziano",,,,,,,,,,,,SCOPUS
